"","player.x","team","competition","season","total_bat_wpa","runs_for","wickets_lost","balls_faced","total_bat_XRA","total_bowl_wpa","wickets_taken","runs_against","balls_bowled","total_bowl_XRA","bowl_wpa_per_ball","bowl_XRA_per_ball","bowl_economy","bowl_average","bat_wpa_per_ball","bat_XRA_per_ball","strike_rate","average","total_wpa","total_XRA","balls_total","total_wpa_per_ball","total_XRA_per_ball","season_singular","logo","team_colours","team_colour2","player_name_first","player_name_last","player_fuzzy_ipl_contracts","player_full","position","position_detail","price_lakhs","price_dollars_thousands","wpa_per_thous","wpa_per_lakh","XRA_per_thous","XRA_per_lakh","wins","losses","games_played","win_percentage"
"571","MJ McClenaghan","Mumbai Indians","Indian Premier League","2019",-6,11,2,16,-9.33,-1,3,143,114,-22.62,-0.01,-0.2,7.53,47.67,-0.38,-0.58,4.12,5.5,-7,-31.95,130,-0.05,-0.25,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","M","McClenaghan","M  McClenaghan","Mitchell McClenaghan","BOW","Bowler",100,138,-0.05,-0.07,-0.23,-0.32,10,6,16,0.625
"572","MJ Santner","Chennai Super Kings","Indian Premier League","2019",40,32,1,25,6.95,-1,4,94,88,2.91,-0.01,0.03,6.41,23.5,1.6,0.28,7.68,32,39,9.86,113,0.35,0.09,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Santner","M  Santner","Mitchell Santner","AR","All Rounder",50,69,0.57,0.78,0.14,0.2,10,7,17,0.588235294117647
"573","MJ Santner","Chennai Super Kings","Indian Premier League","2020/21",0,0,0,0,0,2,2,53,42,-6.73,0.05,-0.16,7.57,26.5,0,0,NA,NA,2,-6.73,42,0.05,-0.16,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Santner","M  Santner","Mitchell Santner","AR","All Rounder",50,70,0.03,0.04,-0.1,-0.13,6,8,14,0.428571428571429
"574","MJ Santner","Chennai Super Kings","Indian Premier League","2022",-13,22,2,30,-0.99,-10,4,135,114,-17.95,-0.09,-0.16,7.11,33.75,-0.43,-0.03,4.4,11,-23,-18.95,144,-0.16,-0.13,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Santner","M  Santner","Mitchell Santner","AR","All Rounder",190,253,-0.09,-0.12,-0.07,-0.1,4,10,14,0.285714285714286
"575","MJ Santner","Chennai Super Kings","Indian Premier League","2023",1,2,0,4,-2.85,8,3,82,72,-3.22,0.11,-0.04,6.83,27.33,0.25,-0.71,3,Inf,9,-6.07,76,0.12,-0.08,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Santner","M  Santner","Mitchell Santner","AR","All Rounder",190,231,0.04,0.05,-0.03,-0.03,9,6,15,0.6
"576","MK Lomror","Rajasthan Royals","Indian Premier League","2018",-44,20,1,21,-5.91,-15,0,27,18,-8.76,-0.83,-0.49,9,Inf,-2.1,-0.28,5.71,20,-59,-14.67,39,-1.51,-0.38,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","M","Lomror","M  Lomror","Mahipal Lomror","AR","All Rounder",20,31,-1.9,-2.95,-0.47,-0.73,7,8,15,0.466666666666667
"577","MK Lomror","Rajasthan Royals","Indian Premier League","2019",-2,8,1,3,4.64,0,0,0,0,0,0,0,NA,NA,-0.67,1.55,16,8,-2,4.64,3,-0.67,1.55,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","M","Lomror","M  Lomror","Mahipal Lomror","AR","All Rounder",20,27,-0.07,-0.1,0.17,0.23,5,9,14,0.357142857142857
"578","MK Lomror","Rajasthan Royals","Indian Premier League","2020/21",-11,59,3,54,3.35,0,0,0,0,0,0,0,NA,NA,-0.2,0.06,6.56,19.67,-11,3.35,54,-0.2,0.06,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","M","Lomror","M  Lomror","Mahipal Lomror","AR","All Rounder",20,28,-0.39,-0.55,0.12,0.17,6,8,14,0.428571428571429
"579","MK Lomror","Rajasthan Royals","Indian Premier League","2021",-6,94,3,76,11.94,0,1,47,43,-2.03,0,-0.05,6.56,47,-0.08,0.16,7.42,31.33,-6,9.91,119,-0.05,0.08,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","M","Lomror","M  Lomror","Mahipal Lomror","AR","All Rounder",20,27,-0.22,-0.3,0.37,0.5,5,9,14,0.357142857142857
"580","MK Lomror","Royal Challengers Bangalore","Indian Premier League","2022",3,86,5,60,18.48,-7,0,18,12,-5.43,-0.58,-0.45,9,Inf,0.05,0.31,8.6,17.2,-4,13.06,72,-0.06,0.18,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Lomror","M  Lomror","Mahipal Lomror","AR","All Rounder",95,126,-0.03,-0.04,0.1,0.14,9,7,16,0.5625
"581","MK Lomror","Royal Challengers Bangalore","Indian Premier League","2023",8,135,8,101,33.26,-3,1,17,12,-4.53,-0.25,-0.38,8.5,17,0.08,0.33,8.02,16.88,5,28.74,113,0.04,0.25,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Lomror","M  Lomror","Mahipal Lomror","AR","All Rounder",95,115,0.04,0.05,0.25,0.3,7,7,14,0.5
"582","MK Pandey","Delhi Capitals","Indian Premier League","2023",-36,160,10,149,14.32,0,0,0,0,0,0,0,NA,NA,-0.24,0.1,6.44,16,-36,14.32,149,-0.24,0.1,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",240,292,-0.12,-0.15,0.05,0.06,5,9,14,0.357142857142857
"583","MK Pandey","Kolkata Knight Riders","Indian Premier League","2017",101,396,8,315,51.7,0,0,0,0,0,0,0,NA,NA,0.32,0.16,7.54,49.5,101,51.7,315,0.32,0.16,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",170,253,0.4,0.59,0.2,0.3,8,8,16,0.5
"584","MK Pandey","Lucknow Super Giants","Indian Premier League","2022",-25,88,6,84,-0.53,0,0,0,0,0,0,0,NA,NA,-0.3,-0.01,6.29,14.67,-25,-0.53,84,-0.3,-0.01,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",460,613,-0.04,-0.05,0,0,9,6,15,0.6
"585","MK Pandey","Sunrisers Hyderabad","Indian Premier League","2018",9,284,11,257,3.04,0,0,0,0,0,0,0,NA,NA,0.04,0.01,6.63,25.82,9,3.04,257,0.04,0.01,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",1100,1718,0.01,0.01,0,0,10,7,17,0.588235294117647
"586","MK Pandey","Sunrisers Hyderabad","Indian Premier League","2019",16,344,8,267,50.17,0,0,0,0,0,0,0,NA,NA,0.06,0.19,7.73,43,16,50.17,267,0.06,0.19,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",1100,1527,0.01,0.01,0.03,0.05,6,9,15,0.4
"587","MK Pandey","Sunrisers Hyderabad","Indian Premier League","2020/21",36,425,13,350,67.4,0,0,0,0,0,0,0,NA,NA,0.1,0.19,7.29,32.69,36,67.4,350,0.1,0.19,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",1100,1549,0.02,0.03,0.04,0.06,8,8,16,0.5
"588","MK Pandey","Sunrisers Hyderabad","Indian Premier League","2021",-19,292,6,246,40.04,0,0,0,0,0,0,0,NA,NA,-0.08,0.16,7.12,48.67,-19,40.04,246,-0.08,0.16,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Pandey","M  Pandey","Manish Pandey","BAT","Batter",1100,1506,-0.01,-0.02,0.03,0.04,3,11,14,0.214285714285714
"589","MK Tiwary","Punjab Kings","Indian Premier League","2018",-8,47,3,45,0.08,-1,0,10,7,-2.35,-0.14,-0.34,8.57,Inf,-0.18,0,6.27,15.67,-9,-2.27,52,-0.17,-0.04,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Tiwary","M  Tiwary","Manoj Tiwary","BAT","Batter",100,156,-0.06,-0.09,-0.01,-0.02,5,9,14,0.357142857142857
"590","MK Tiwary","Rising Pune Supergiants","Indian Premier League","2017",-27,324,9,242,49.92,0,0,0,0,0,0,0,NA,NA,-0.11,0.21,8.03,36,-27,49.92,242,-0.11,0.21,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","M","Tiwary","M  Tiwary","Manoj Tiwary","BAT","Batter",50,74,-0.36,-0.54,0.67,1,10,6,16,0.625
"591","MM Ali","Chennai Super Kings","Indian Premier League","2021",-21,357,14,270,77.32,-11,7,163,154,2.04,-0.07,0.01,6.35,23.29,-0.08,0.29,7.93,25.5,-32,79.36,424,-0.08,0.19,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Ali","M  Ali","Moeen Ali","AR","All Rounder",700,958,-0.03,-0.05,0.08,0.11,11,5,16,0.6875
"592","MM Ali","Chennai Super Kings","Indian Premier League","2022",-17,244,10,183,44.79,47,8,159,146,-6.29,0.32,-0.04,6.53,19.88,-0.09,0.24,8,24.4,30,38.5,329,0.09,0.12,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Ali","M  Ali","Moeen Ali","BAT","Batter",800,1066,0.03,0.04,0.04,0.05,4,10,14,0.285714285714286
"593","MM Ali","Chennai Super Kings","Indian Premier League","2023",-13,124,7,92,21.62,-11,9,198,157,-28.74,-0.07,-0.18,7.57,22,-0.14,0.23,8.09,17.71,-24,-7.13,249,-0.1,-0.03,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Ali","M  Ali","Moeen Ali","AR","All Rounder",800,975,-0.02,-0.03,-0.01,-0.01,9,6,15,0.6
"594","MM Ali","Royal Challengers Bangalore","Indian Premier League","2018",-28,77,4,46,26.3,8,6,98,81,-11.05,0.1,-0.14,7.26,16.33,-0.61,0.57,10.04,19.25,-20,15.26,127,-0.16,0.12,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Ali","M  Ali","Moeen Ali","AR","All Rounder",170,265,-0.08,-0.12,0.06,0.09,6,8,14,0.428571428571429
"595","MM Ali","Royal Challengers Bangalore","Indian Premier League","2019",29,220,6,137,75.13,-2,7,169,151,-1.02,-0.01,-0.01,6.72,24.14,0.21,0.55,9.64,36.67,27,74.11,288,0.09,0.26,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Ali","M  Ali","Moeen Ali","AR","All Rounder",170,236,0.11,0.16,0.31,0.44,6,8,14,0.428571428571429
"596","MM Ali","Royal Challengers Bangalore","Indian Premier League","2020/21",-15,12,3,16,-3.84,6,1,42,32,-8.26,0.19,-0.26,7.88,42,-0.94,-0.24,4.5,4,-9,-12.1,48,-0.19,-0.25,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Ali","M  Ali","Moeen Ali","AR","All Rounder",170,239,-0.04,-0.05,-0.05,-0.07,6,9,15,0.4
"597","MM Patel","Gujarat Lions","Indian Premier League","2017",0,0,1,1,-1.5,-30,1,58,42,-15.05,-0.71,-0.36,8.29,58,0,-1.5,0,0,-30,-16.55,43,-0.7,-0.38,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313525.logo.png","#D13617","#1774D1","M","Patel","M  Patel","Munaf Patel","BOW","Bowler",30,44,-0.68,-1,-0.38,-0.55,4,10,14,0.285714285714286
"598","MM Sharma","Chennai Super Kings","Indian Premier League","2019",-1,0,0,2,-3.06,1,1,27,18,-6.82,0.06,-0.38,9,27,-0.5,-1.53,0,NA,0,-9.88,20,0,-0.49,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Sharma","M  Sharma","Mohit Sharma","BOW","Bowler",500,694,0,0,-0.01,-0.02,10,7,17,0.588235294117647
"599","MM Sharma","Delhi Capitals","Indian Premier League","2020/21",0,0,0,0,0,-15,1,45,25,-19.19,-0.6,-0.77,10.8,45,0,0,NA,NA,-15,-19.19,25,-0.6,-0.77,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Sharma","M  Sharma","Mohit Sharma","BOW","Bowler",50,70,-0.21,-0.3,-0.27,-0.38,8,9,17,0.470588235294118
"600","MM Sharma","Gujarat Titans","Indian Premier League","2023",1,0,0,1,-0.62,97,31,362,268,-47.22,0.36,-0.18,8.1,11.68,1,-0.62,0,NA,98,-47.84,269,0.36,-0.18,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","M","Sharma","M  Sharma","Mohit Sharma","BOW","Bowler",50,60,1.63,1.96,-0.8,-0.96,12,5,17,0.705882352941177
"601","MM Sharma","Punjab Kings","Indian Premier League","2017",-24,51,6,51,-9.1,9,13,412,277,-92.01,0.03,-0.33,8.92,31.69,-0.47,-0.18,6,8.5,-15,-101.11,328,-0.05,-0.31,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Sharma","M  Sharma","Mohit Sharma","BOW","Bowler",650,970,-0.02,-0.02,-0.1,-0.16,7,7,14,0.5
"602","MM Sharma","Punjab Kings","Indian Premier League","2018",-4,10,1,14,-6.59,-5,7,328,186,-109.96,-0.03,-0.59,10.58,46.86,-0.29,-0.47,4.29,10,-9,-116.55,200,-0.04,-0.58,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Sharma","M  Sharma","Mohit Sharma","BOW","Bowler",240,375,-0.02,-0.04,-0.31,-0.49,5,9,14,0.357142857142857
"603","MP Stoinis","Delhi Capitals","Indian Premier League","2020/21",-8,352,15,250,90.38,7,13,287,184,-70.45,0.04,-0.38,9.36,22.08,-0.03,0.36,8.45,23.47,-1,19.92,434,0,0.05,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",480,676,0,0,0.03,0.04,8,9,17,0.470588235294118
"604","MP Stoinis","Delhi Capitals","Indian Premier League","2021",15,89,4,74,5.74,-19,2,124,69,-47.07,-0.28,-0.68,10.78,62,0.2,0.08,7.22,22.25,-4,-41.33,143,-0.03,-0.29,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",480,657,-0.01,-0.01,-0.06,-0.09,9,7,16,0.5625
"605","MP Stoinis","Punjab Kings","Indian Premier League","2017",-4,17,3,25,-11.42,-26,2,111,69,-35.46,-0.38,-0.51,9.65,55.5,-0.16,-0.46,4.08,5.67,-30,-46.88,94,-0.32,-0.5,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",55,82,-0.37,-0.55,-0.57,-0.85,7,7,14,0.5
"606","MP Stoinis","Punjab Kings","Indian Premier League","2018",8,99,4,78,10.32,-18,3,121,66,-48.81,-0.27,-0.74,11,40.33,0.1,0.13,7.62,24.75,-10,-38.49,144,-0.07,-0.27,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",620,968,-0.01,-0.02,-0.04,-0.06,5,9,14,0.357142857142857
"607","MP Stoinis","Lucknow Super Giants","Indian Premier League","2022",-9,156,7,116,32.85,15,4,79,44,-23.17,0.34,-0.53,10.77,19.75,-0.08,0.28,8.07,22.29,6,9.68,160,0.04,0.06,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",920,1226,0,0.01,0.01,0.01,9,6,15,0.6
"608","MP Stoinis","Lucknow Super Giants","Indian Premier League","2023",19,408,13,281,117.53,51,5,101,69,-25.21,0.74,-0.37,8.78,20.2,0.07,0.42,8.71,31.38,70,92.32,350,0.2,0.26,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/333800/333885.png","#2283C6","#F58334","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",1000,1219,0.06,0.07,0.08,0.09,8,6,14,0.571428571428571
"609","MP Stoinis","Royal Challengers Bangalore","Indian Premier League","2019",21,211,4,159,17.1,-17,2,147,103,-34.48,-0.17,-0.33,8.56,73.5,0.13,0.11,7.96,52.75,4,-17.38,262,0.02,-0.07,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","M","Stoinis","M  Stoinis","Marcus Stoinis","AR","All Rounder",620,861,0,0.01,-0.02,-0.03,6,8,14,0.428571428571429
"610","MR Marsh","Delhi Capitals","Indian Premier League","2022",13,251,7,192,58.42,4,4,102,76,-17.18,0.05,-0.23,8.05,25.5,0.07,0.3,7.84,35.86,17,41.24,268,0.06,0.15,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Marsh","M  Marsh","Mitchell Marsh","AR","All Rounder",650,866,0.02,0.03,0.05,0.06,7,7,14,0.5
"611","MR Marsh","Delhi Capitals","Indian Premier League","2023",-18,128,8,97,29.64,-5,12,172,132,-22.42,-0.04,-0.17,7.82,14.33,-0.19,0.31,7.92,16,-23,7.23,229,-0.1,0.03,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Marsh","M  Marsh","Mitchell Marsh","AR","All Rounder",650,792,-0.03,-0.04,0.01,0.01,5,9,14,0.357142857142857
"612","MR Marsh","Sunrisers Hyderabad","Indian Premier League","2020/21",-7,0,1,1,-1.15,-1,0,6,4,-1.47,-0.25,-0.37,9,Inf,-7,-1.15,0,0,-8,-2.62,5,-1.6,-0.52,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","M","Marsh","M  Marsh","Mitchell Marsh","AR","All Rounder",200,281,-0.03,-0.04,-0.01,-0.01,8,8,16,0.5
"613","MS Dhoni","Chennai Super Kings","Indian Premier League","2018",70,455,7,321,99.96,0,0,0,0,0,0,0,NA,NA,0.22,0.31,8.5,65,70,99.96,321,0.22,0.31,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Dhoni","M  Dhoni","MS Dhoni","WK","Wicket Keeper",1500,2343,0.03,0.05,0.04,0.07,11,5,16,0.6875
"614","MS Dhoni","Chennai Super Kings","Indian Premier League","2019",38,416,6,317,66.56,0,0,0,0,0,0,0,NA,NA,0.12,0.21,7.87,69.33,38,66.56,317,0.12,0.21,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Dhoni","M  Dhoni","MS Dhoni","BAT/WK","Batter/Wicket Keeper",1500,2083,0.02,0.03,0.03,0.04,10,7,17,0.588235294117647
"615","MS Dhoni","Chennai Super Kings","Indian Premier League","2020/21",-40,200,8,175,7.36,0,0,0,0,0,0,0,NA,NA,-0.23,0.04,6.86,25,-40,7.36,175,-0.23,0.04,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Dhoni","M  Dhoni","MS Dhoni","BAT/WK","Batter/Wicket Keeper",1500,2112,-0.02,-0.03,0,0,6,8,14,0.428571428571429
"616","MS Dhoni","Chennai Super Kings","Indian Premier League","2021",15,114,8,111,-15.48,0,0,0,0,0,0,0,NA,NA,0.14,-0.14,6.16,14.25,15,-15.48,111,0.14,-0.14,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Dhoni","M  Dhoni","MS Dhoni","BAT/WK","Batter/Wicket Keeper",1500,2054,0.01,0.01,-0.01,-0.01,11,5,16,0.6875
"617","MS Dhoni","Chennai Super Kings","Indian Premier League","2022",43,232,8,198,12.21,0,0,0,0,0,0,0,NA,NA,0.22,0.06,7.03,29,43,12.21,198,0.22,0.06,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Dhoni","M  Dhoni","MS Dhoni","BAT/WK","Batter/Wicket Keeper",1200,1600,0.03,0.04,0.01,0.01,4,10,14,0.285714285714286
"618","MS Dhoni","Chennai Super Kings","Indian Premier League","2023",15,104,4,63,22.74,0,0,0,0,0,0,0,NA,NA,0.24,0.36,9.9,26,15,22.74,63,0.24,0.36,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","M","Dhoni","M  Dhoni","MS Dhoni","BAT/WK","Batter/Wicket Keeper",1200,1463,0.01,0.01,0.02,0.02,9,6,15,0.6
"619","MS Dhoni","Rising Pune Supergiants","Indian Premier League","2017",-8,290,13,261,4.5,0,0,0,0,0,0,0,NA,NA,-0.03,0.02,6.67,22.31,-8,4.5,261,-0.03,0.02,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","M","Dhoni","M  Dhoni","MS Dhoni","WK","Wicket Keeper",1250,1865,0,-0.01,0,0,10,6,16,0.625
"620","MS Gony","Gujarat Lions","Indian Premier League","2017",0,0,0,0,0,-11,0,32,15,-16.24,-0.73,-1.08,12.8,Inf,0,0,NA,NA,-11,-16.24,15,-0.73,-1.08,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313525.logo.png","#D13617","#1774D1","M","Gony","M  Gony","Manpreet Gony","BOW","Bowler",60,89,-0.12,-0.18,-0.18,-0.27,4,10,14,0.285714285714286
"621","MS Wade","Gujarat Titans","Indian Premier League","2022",-59,157,9,145,39,0,0,0,0,0,0,0,NA,NA,-0.41,0.27,6.5,17.44,-59,39,145,-0.41,0.27,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","M","Wade","M  Wade","Matthew Wade","BAT/WK","Batter/Wicket Keeper",240,320,-0.18,-0.25,0.12,0.16,12,4,16,0.75
"622","Mandeep Singh","Delhi Capitals","Indian Premier League","2022",-15,18,3,24,-3.22,0,0,0,0,0,0,0,NA,NA,-0.62,-0.13,4.5,6,-15,-3.22,24,-0.62,-0.13,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",110,146,-0.1,-0.14,-0.02,-0.03,7,7,14,0.5
"623","Mandeep Singh","Punjab Kings","Indian Premier League","2019",-9,165,5,122,13.78,-4,0,26,12,-12.3,-0.33,-1.03,13,Inf,-0.07,0.11,8.11,33,-13,1.47,134,-0.1,0.01,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",140,194,-0.07,-0.09,0.01,0.01,6,8,14,0.428571428571429
"624","Mandeep Singh","Punjab Kings","Indian Premier League","2020/21",-12,130,6,111,14.41,0,0,0,0,0,0,0,NA,NA,-0.11,0.13,7.03,21.67,-12,14.41,111,-0.11,0.13,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","M","Singh","M  Singh","Mandeep Singh","BAT","Batter",140,197,-0.06,-0.09,0.07,0.1,5,9,14,0.357142857142857
